rShldrBendx,rShldrBendy,rShldrBendz,rForearmBendx,rForearmBendy,rForearmBendz,rHandx,rHandy,rHandz,rThumb2x,rThumb2y,rThumb2z,rMid1x,rMid1y,rMid1z,lShldrBendx,lShldrBendy,lShldrBendz,lForearmBendx,lForearmBendy,lForearmBendz,lHandx,lHandy,lHandz,lThumb2x,lThumb2y,lThumb2z,lMid1x,lMid1y,lMid1z,lEarx,lEary,lEarz,lEyex,lEyey,lEyez,rEarx,rEary,rEarz,rEyex,rEyey,rEyez,Nosex,Nosey,Nosez,rThighBendx,rThighBendy,rThighBendz,rShinx,rShiny,rShinz,rFootx,rFooty,rFootz,rToex,rToey,rToez,lThighBendx,lThighBendy,lThighBendz,lShinx,lShiny,lShinz,lFootx,lFooty,lFootz,lToex,lToey,lToez,abdomenUpperx,abdomenUppery,abdomenUpperz,hipx,hipy,hipz,headx,heady,headz,neckx,necky,neckz,spinex,spiney,spinez,score,pose
-8.591377,-8.591377,-8.591377,-15.59178,-15.59178,-15.59178,-12.78738,-12.78738,-12.78738,-7.848392,-7.848392,-7.848392,-13.91816,-13.91816,-13.91816,33.90573,33.90573,33.90573,39.28178,39.28178,39.28178,41.29917,41.29917,41.29917,38.04855,38.04855,38.04855,42.93322,42.93322,42.93322,23.93045,23.93045,23.93045,18.6617,18.6617,18.6617,7.344523,7.344523,7.344523,11.60711,11.60711,11.60711,13.76435,13.76435,13.76435,-0.9672488,-0.9672488,-0.9672488,-8.906236,-8.906236,-8.906236,-7.515465,-7.515465,-7.515465,-15.47833,-15.47833,-15.47833,23.41245,23.41245,23.41245,26.33527,26.33527,26.33527,25.39033,25.39033,25.39033,32.7843,32.7843,32.7843,11.58078,11.58078,11.58078,11.40169,11.40169,11.40169,15.84645,15.84645,15.84645,12.65718,12.65718,12.65718,11.58078,11.58078,11.58078,0.8293933,stand
-8.656151,-8.656151,-8.656151,-15.56922,-15.56922,-15.56922,-12.74996,-12.74996,-12.74996,-7.836267,-7.836267,-7.836267,-13.84873,-13.84873,-13.84873,34.02532,34.02532,34.02532,39.31785,39.31785,39.31785,41.25755,41.25755,41.25755,37.95483,37.95483,37.95483,42.86269,42.86269,42.86269,23.98951,23.98951,23.98951,18.37305,18.37305,18.37305,7.34483,7.34483,7.34483,11.44188,11.44188,11.44188,13.3397,13.3397,13.3397,-0.934849,-0.934849,-0.934849,-8.878393,-8.878393,-8.878393,-7.551099,-7.551099,-7.551099,-15.48382,-15.48382,-15.48382,23.43342,23.43342,23.43342,26.30304,26.30304,26.30304,25.26676,25.26676,25.26676,32.8127,32.8127,32.8127,11.60013,11.60013,11.60013,11.42471,11.42471,11.42471,15.87754,15.87754,15.87754,12.68458,12.68458,12.68458,11.60013,11.60013,11.60013,0.8286788,stand
-8.616277,-8.616277,-8.616277,-15.47634,-15.47634,-15.47634,-12.76652,-12.76652,-12.76652,-7.706477,-7.706477,-7.706477,-13.73361,-13.73361,-13.73361,34.25742,34.25742,34.25742,39.45194,39.45194,39.45194,41.21604,41.21604,41.21604,37.97746,37.97746,37.97746,42.73909,42.73909,42.73909,23.87451,23.87451,23.87451,17.99223,17.99223,17.99223,7.640711,7.640711,7.640711,11.1573,11.1573,11.1573,12.78731,12.78731,12.78731,-1.228958,-1.228958,-1.228958,-9.051051,-9.051051,-9.051051,-7.846348,-7.846348,-7.846348,-15.5803,-15.5803,-15.5803,23.30925,23.30925,23.30925,26.2555,26.2555,26.2555,25.58254,25.58254,25.58254,32.89877,32.89877,32.89877,11.563,11.563,11.563,11.30157,11.30157,11.30157,15.98024,15.98024,15.98024,12.82057,12.82057,12.82057,11.563,11.563,11.563,0.8213739,stand
-8.499376,-8.499376,-8.499376,-15.32486,-15.32486,-15.32486,-12.74859,-12.74859,-12.74859,-7.642133,-7.642133,-7.642133,-13.60126,-13.60126,-13.60126,34.43535,34.43535,34.43535,39.57341,39.57341,39.57341,41.13872,41.13872,41.13872,37.92386,37.92386,37.92386,42.56933,42.56933,42.56933,23.69894,23.69894,23.69894,17.69181,17.69181,17.69181,7.921418,7.921418,7.921418,10.86862,10.86862,10.86862,12.27799,12.27799,12.27799,-1.366852,-1.366852,-1.366852,-8.932615,-8.932615,-8.932615,-8.011517,-8.011517,-8.011517,-15.72323,-15.72323,-15.72323,23.26348,23.26348,23.26348,26.20034,26.20034,26.20034,25.84996,25.84996,25.84996,32.98647,32.98647,32.98647,11.55165,11.55165,11.55165,11.24998,11.24998,11.24998,16.02987,16.02987,16.02987,12.96799,12.96799,12.96799,11.55165,11.55165,11.55165,0.8204001,stand
-8.422922,-8.422922,-8.422922,-15.23521,-15.23521,-15.23521,-12.7465,-12.7465,-12.7465,-7.608519,-7.608519,-7.608519,-13.56189,-13.56189,-13.56189,34.5428,34.5428,34.5428,39.65565,39.65565,39.65565,41.12187,41.12187,41.12187,37.91085,37.91085,37.91085,42.50389,42.50389,42.50389,23.63179,23.63179,23.63179,17.55884,17.55884,17.55884,8.044353,8.044353,8.044353,10.73071,10.73071,10.73071,12.03881,12.03881,12.03881,-1.446052,-1.446052,-1.446052,-8.856564,-8.856564,-8.856564,-8.096703,-8.096703,-8.096703,-15.7444,-15.7444,-15.7444,23.2357,23.2357,23.2357,26.19046,26.19046,26.19046,25.977,25.977,25.977,33.02927,33.02927,33.02927,11.53848,11.53848,11.53848,11.21665,11.21665,11.21665,16.05386,16.05386,16.05386,13.05994,13.05994,13.05994,11.53848,11.53848,11.53848,0.82029,stand
-8.088442,-8.088442,-8.088442,-15.29801,-15.29801,-15.29801,-12.80591,-12.80591,-12.80591,-7.637931,-7.637931,-7.637931,-13.61327,-13.61327,-13.61327,34.70239,34.70239,34.70239,39.83595,39.83595,39.83595,41.11345,41.11345,41.11345,37.80666,37.80666,37.80666,42.39928,42.39928,42.39928,23.49722,23.49722,23.49722,17.48859,17.48859,17.48859,8.01333,8.01333,8.01333,10.35724,10.35724,10.35724,11.98495,11.98495,11.98495,-1.428949,-1.428949,-1.428949,-9.126748,-9.126748,-9.126748,-8.126522,-8.126522,-8.126522,-15.70659,-15.70659,-15.70659,23.31081,23.31081,23.31081,26.3197,26.3197,26.3197,26.01035,26.01035,26.01035,33.05475,33.05475,33.05475,11.57576,11.57576,11.57576,11.25835,11.25835,11.25835,15.9619,15.9619,15.9619,13.30697,13.30697,13.30697,11.57576,11.57576,11.57576,0.8179121,stand
-8.018107,-8.018107,-8.018107,-15.34088,-15.34088,-15.34088,-12.88866,-12.88866,-12.88866,-7.692456,-7.692456,-7.692456,-13.68404,-13.68404,-13.68404,34.80946,34.80946,34.80946,39.88309,39.88309,39.88309,41.10063,41.10063,41.10063,37.70604,37.70604,37.70604,42.33139,42.33139,42.33139,23.4578,23.4578,23.4578,17.55764,17.55764,17.55764,7.957706,7.957706,7.957706,10.18806,10.18806,10.18806,12.11861,12.11861,12.11861,-1.521689,-1.521689,-1.521689,-9.250132,-9.250132,-9.250132,-8.162664,-8.162664,-8.162664,-15.6423,-15.6423,-15.6423,23.29253,23.29253,23.29253,26.39803,26.39803,26.39803,26.05852,26.05852,26.05852,33.13007,33.13007,33.13007,11.55344,11.55344,11.55344,11.21943,11.21943,11.21943,15.91556,15.91556,15.91556,13.39567,13.39567,13.39567,11.55344,11.55344,11.55344,0.817012,stand
-7.9393,-7.9393,-7.9393,-15.3984,-15.3984,-15.3984,-12.93861,-12.93861,-12.93861,-7.711281,-7.711281,-7.711281,-13.72403,-13.72403,-13.72403,34.87251,34.87251,34.87251,39.8686,39.8686,39.8686,41.10082,41.10082,41.10082,37.63164,37.63164,37.63164,42.29739,42.29739,42.29739,23.4245,23.4245,23.4245,17.5761,17.5761,17.5761,7.924479,7.924479,7.924479,10.11107,10.11107,10.11107,12.21813,12.21813,12.21813,-1.481017,-1.481017,-1.481017,-9.334473,-9.334473,-9.334473,-8.006237,-8.006237,-8.006237,-15.47306,-15.47306,-15.47306,23.31923,23.31923,23.31923,26.48587,26.48587,26.48587,26.07964,26.07964,26.07964,33.19762,33.19762,33.19762,11.58071,11.58071,11.58071,11.24991,11.24991,11.24991,15.87909,15.87909,15.87909,13.46661,13.46661,13.46661,11.58071,11.58071,11.58071,0.8160643,stand
-7.80024,-7.80024,-7.80024,-15.39553,-15.39553,-15.39553,-12.98596,-12.98596,-12.98596,-7.750113,-7.750113,-7.750113,-13.78059,-13.78059,-13.78059,34.92352,34.92352,34.92352,39.90278,39.90278,39.90278,41.20597,41.20597,41.20597,37.70948,37.70948,37.70948,42.37965,42.37965,42.37965,23.4393,23.4393,23.4393,17.6193,17.6193,17.6193,7.538299,7.538299,7.538299,10.09895,10.09895,10.09895,12.34667,12.34667,12.34667,-1.468086,-1.468086,-1.468086,-9.358574,-9.358574,-9.358574,-7.965428,-7.965428,-7.965428,-15.43129,-15.43129,-15.43129,23.30639,23.30639,23.30639,26.56715,26.56715,26.56715,25.98241,25.98241,25.98241,33.22024,33.22024,33.22024,11.64796,11.64796,11.64796,11.28356,11.28356,11.28356,15.64709,15.64709,15.64709,13.56164,13.56164,13.56164,11.64796,11.64796,11.64796,0.8169017,stand
-7.629549,-7.629549,-7.629549,-15.10295,-15.10295,-15.10295,-13.00252,-13.00252,-13.00252,-7.800611,-7.800611,-7.800611,-13.88971,-13.88971,-13.88971,34.92465,34.92465,34.92465,40.04988,40.04988,40.04988,41.36337,41.36337,41.36337,37.86499,37.86499,37.86499,42.47848,42.47848,42.47848,23.38887,23.38887,23.38887,17.69359,17.69359,17.69359,7.407995,7.407995,7.407995,10.11952,10.11952,10.11952,12.44816,12.44816,12.44816,-1.50152,-1.50152,-1.50152,-9.463717,-9.463717,-9.463717,-8.125395,-8.125395,-8.125395,-15.47822,-15.47822,-15.47822,23.27973,23.27973,23.27973,26.49706,26.49706,26.49706,26.12733,26.12733,26.12733,33.35366,33.35366,33.35366,11.76896,11.76896,11.76896,11.32903,11.32903,11.32903,15.53401,15.53401,15.53401,13.64755,13.64755,13.64755,11.76896,11.76896,11.76896,0.8150643,stand
-7.535195,-7.535195,-7.535195,-14.9464,-14.9464,-14.9464,-13.01262,-13.01262,-13.01262,-7.831061,-7.831061,-7.831061,-13.94777,-13.94777,-13.94777,34.91816,34.91816,34.91816,40.12904,40.12904,40.12904,41.43857,41.43857,41.43857,37.9304,37.9304,37.9304,42.512,42.512,42.512,23.36105,23.36105,23.36105,17.73342,17.73342,17.73342,7.343535,7.343535,7.343535,10.13275,10.13275,10.13275,12.49846,12.49846,12.49846,-1.509226,-1.509226,-1.509226,-9.510399,-9.510399,-9.510399,-8.199039,-8.199039,-8.199039,-15.50789,-15.50789,-15.50789,23.27224,23.27224,23.27224,26.45372,26.45372,26.45372,26.19121,26.19121,26.19121,33.40096,33.40096,33.40096,11.83593,11.83593,11.83593,11.35872,11.35872,11.35872,15.47667,15.47667,15.47667,13.69148,13.69148,13.69148,11.83593,11.83593,11.83593,0.8155428,stand
-7.263345,-7.263345,-7.263345,-14.37698,-14.37698,-14.37698,-12.84369,-12.84369,-12.84369,-7.753963,-7.753963,-7.753963,-13.89787,-13.89787,-13.89787,34.86406,34.86406,34.86406,40.17918,40.17918,40.17918,41.52442,41.52442,41.52442,37.84067,37.84067,37.84067,42.51831,42.51831,42.51831,23.17564,23.17564,23.17564,17.6613,17.6613,17.6613,7.383691,7.383691,7.383691,10.08249,10.08249,10.08249,12.3913,12.3913,12.3913,-1.41213,-1.41213,-1.41213,-9.386267,-9.386267,-9.386267,-8.251347,-8.251347,-8.251347,-15.56345,-15.56345,-15.56345,23.32241,23.32241,23.32241,26.36715,26.36715,26.36715,26.13586,26.13586,26.13586,33.30914,33.30914,33.30914,11.88461,11.88461,11.88461,11.41987,11.41987,11.41987,15.39877,15.39877,15.39877,13.80036,13.80036,13.80036,11.88461,11.88461,11.88461,0.82029,stand
-6.953138,-6.953138,-6.953138,-13.86171,-13.86171,-13.86171,-12.65954,-12.65954,-12.65954,-7.646415,-7.646415,-7.646415,-13.82691,-13.82691,-13.82691,34.63086,34.63086,34.63086,40.15602,40.15602,40.15602,41.48951,41.48951,41.48951,37.70556,37.70556,37.70556,42.52139,42.52139,42.52139,23.12717,23.12717,23.12717,17.48548,17.48548,17.48548,7.390894,7.390894,7.390894,9.984731,9.984731,9.984731,12.18952,12.18952,12.18952,-1.145688,-1.145688,-1.145688,-9.192846,-9.192846,-9.192846,-8.228622,-8.228622,-8.228622,-15.49614,-15.49614,-15.49614,23.5101,23.5101,23.5101,26.37909,26.37909,26.37909,25.9628,25.9628,25.9628,32.97581,32.97581,32.97581,11.93593,11.93593,11.93593,11.55907,11.55907,11.55907,15.36741,15.36741,15.36741,13.83886,13.83886,13.83886,11.93593,11.93593,11.93593,0.8196402,stand
-7.037147,-7.037147,-7.037147,-13.43329,-13.43329,-13.43329,-12.35597,-12.35597,-12.35597,-7.487123,-7.487123,-7.487123,-13.48147,-13.48147,-13.48147,34.80287,34.80287,34.80287,40.15187,40.15187,40.15187,41.45695,41.45695,41.45695,37.55897,37.55897,37.55897,42.56497,42.56497,42.56497,23.14697,23.14697,23.14697,17.36327,17.36327,17.36327,7.644556,7.644556,7.644556,9.905171,9.905171,9.905171,12.00883,12.00883,12.00883,-0.8307021,-0.8307021,-0.8307021,-9.062975,-9.062975,-9.062975,-7.989285,-7.989285,-7.989285,-15.37107,-15.37107,-15.37107,23.68294,23.68294,23.68294,26.45987,26.45987,26.45987,25.90265,25.90265,25.90265,32.53053,32.53053,32.53053,12.09451,12.09451,12.09451,11.76032,11.76032,11.76032,15.52626,15.52626,15.52626,13.88286,13.88286,13.88286,12.09451,12.09451,12.09451,0.8146638,stand
-7.019049,-7.019049,-7.019049,-12.93335,-12.93335,-12.93335,-11.91964,-11.91964,-11.91964,-7.094012,-7.094012,-7.094012,-12.96894,-12.96894,-12.96894,35.34131,35.34131,35.34131,40.34335,40.34335,40.34335,41.44215,41.44215,41.44215,37.60315,37.60315,37.60315,42.58513,42.58513,42.58513,23.26544,23.26544,23.26544,17.24845,17.24845,17.24845,7.915168,7.915168,7.915168,9.940007,9.940007,9.940007,11.75365,11.75365,11.75365,-0.4194654,-0.4194654,-0.4194654,-8.928492,-8.928492,-8.928492,-8.073163,-8.073163,-8.073163,-15.27258,-15.27258,-15.27258,23.80922,23.80922,23.80922,26.43225,26.43225,26.43225,26.01053,26.01053,26.01053,32.60326,32.60326,32.60326,12.44555,12.44555,12.44555,12.07022,12.07022,12.07022,15.74025,15.74025,15.74025,14.16113,14.16113,14.16113,12.44555,12.44555,12.44555,0.811009,stand
-6.979393,-6.979393,-6.979393,-12.69835,-12.69835,-12.69835,-11.6974,-11.6974,-11.6974,-6.904034,-6.904034,-6.904034,-12.71871,-12.71871,-12.71871,35.6094,35.6094,35.6094,40.41734,40.41734,40.41734,41.42889,41.42889,41.42889,37.64333,37.64333,37.64333,42.6002,42.6002,42.6002,23.31523,23.31523,23.31523,17.207,17.207,17.207,8.059274,8.059274,8.059274,9.95175,9.95175,9.95175,11.63828,11.63828,11.63828,-0.1885692,-0.1885692,-0.1885692,-8.847416,-8.847416,-8.847416,-8.113187,-8.113187,-8.113187,-15.18033,-15.18033,-15.18033,23.86969,23.86969,23.86969,26.41775,26.41775,26.41775,26.03255,26.03255,26.03255,32.59925,32.59925,32.59925,12.66048,12.66048,12.66048,12.25052,12.25052,12.25052,15.84558,15.84558,15.84558,14.315,14.315,14.315,12.66048,12.66048,12.66048,0.8105605,stand
-6.734594,-6.734594,-6.734594,-12.27774,-12.27774,-12.27774,-11.52425,-11.52425,-11.52425,-6.58924,-6.58924,-6.58924,-12.25917,-12.25917,-12.25917,35.7749,35.7749,35.7749,40.93819,40.93819,40.93819,41.68883,41.68883,41.68883,37.77203,37.77203,37.77203,42.7958,42.7958,42.7958,23.28794,23.28794,23.28794,17.17631,17.17631,17.17631,8.164797,8.164797,8.164797,10.00183,10.00183,10.00183,11.47235,11.47235,11.47235,0.04058734,0.04058734,0.04058734,-8.604397,-8.604397,-8.604397,-8.181067,-8.181067,-8.181067,-15.17011,-15.17011,-15.17011,23.88845,23.88845,23.88845,26.39227,26.39227,26.39227,26.20141,26.20141,26.20141,32.87865,32.87865,32.87865,13.0369,13.0369,13.0369,12.50071,12.50071,12.50071,15.86744,15.86744,15.86744,14.52015,14.52015,14.52015,13.0369,13.0369,13.0369,0.8052912,stand
-6.538849,-6.538849,-6.538849,-12.41791,-12.41791,-12.41791,-11.50084,-11.50084,-11.50084,-6.46967,-6.46967,-6.46967,-12.04278,-12.04278,-12.04278,35.98466,35.98466,35.98466,41.51029,41.51029,41.51029,42.23614,42.23614,42.23614,37.90226,37.90226,37.90226,42.99879,42.99879,42.99879,23.29741,23.29741,23.29741,16.99806,16.99806,16.99806,8.214747,8.214747,8.214747,9.827997,9.827997,9.827997,11.19578,11.19578,11.19578,0.1849227,0.1849227,0.1849227,-8.444191,-8.444191,-8.444191,-8.204889,-8.204889,-8.204889,-15.31268,-15.31268,-15.31268,23.91913,23.91913,23.91913,26.33472,26.33472,26.33472,26.1236,26.1236,26.1236,32.85711,32.85711,32.85711,13.23688,13.23688,13.23688,12.64445,12.64445,12.64445,15.87567,15.87567,15.87567,14.72291,14.72291,14.72291,13.23688,13.23688,13.23688,0.8052427,stand
-6.417772,-6.417772,-6.417772,-12.46771,-12.46771,-12.46771,-11.47197,-11.47197,-11.47197,-6.398339,-6.398339,-6.398339,-11.92964,-11.92964,-11.92964,36.08513,36.08513,36.08513,41.76052,41.76052,41.76052,42.47373,42.47373,42.47373,37.93517,37.93517,37.93517,43.07602,43.07602,43.07602,23.29102,23.29102,23.29102,16.89385,16.89385,16.89385,8.250616,8.250616,8.250616,9.73133,9.73133,9.73133,11.0317,11.0317,11.0317,0.2703135,0.2703135,0.2703135,-8.360605,-8.360605,-8.360605,-8.218533,-8.218533,-8.218533,-15.41391,-15.41391,-15.41391,23.94724,23.94724,23.94724,26.28306,26.28306,26.28306,26.08715,26.08715,26.08715,32.84865,32.84865,32.84865,13.3497,13.3497,13.3497,12.72924,12.72924,12.72924,15.87855,15.87855,15.87855,14.83368,14.83368,14.83368,13.3497,13.3497,13.3497,0.8058957,stand
-6.190989,-6.190989,-6.190989,-12.37054,-12.37054,-12.37054,-11.43509,-11.43509,-11.43509,-6.364956,-6.364956,-6.364956,-11.92507,-11.92507,-11.92507,36.31587,36.31587,36.31587,41.82245,41.82245,41.82245,42.65776,42.65776,42.65776,38.12558,38.12558,38.12558,43.23309,43.23309,43.23309,23.44527,23.44527,23.44527,16.80987,16.80987,16.80987,8.322441,8.322441,8.322441,9.889503,9.889503,9.889503,10.93843,10.93843,10.93843,0.3882104,0.3882104,0.3882104,-8.375177,-8.375177,-8.375177,-8.251563,-8.251563,-8.251563,-15.67272,-15.67272,-15.67272,24.03643,24.03643,24.03643,26.2063,26.2063,26.2063,26.04401,26.04401,26.04401,32.76922,32.76922,32.76922,13.38093,13.38093,13.38093,12.79662,12.79662,12.79662,15.97169,15.97169,15.97169,15.06244,15.06244,15.06244,13.38093,13.38093,13.38093,0.8129596,stand
-6.040846,-6.040846,-6.040846,-12.30195,-12.30195,-12.30195,-11.28948,-11.28948,-11.28948,-6.204751,-6.204751,-6.204751,-11.76867,-11.76867,-11.76867,36.49873,36.49873,36.49873,41.89236,41.89236,41.89236,42.81496,42.81496,42.81496,38.36261,38.36261,38.36261,43.41129,43.41129,43.41129,23.69728,23.69728,23.69728,16.94407,16.94407,16.94407,8.359018,8.359018,8.359018,10.06159,10.06159,10.06159,11.03065,11.03065,11.03065,0.5219222,0.5219222,0.5219222,-8.341774,-8.341774,-8.341774,-8.091768,-8.091768,-8.091768,-15.73739,-15.73739,-15.73739,24.0985,24.0985,24.0985,26.18781,26.18781,26.18781,25.90289,25.90289,25.90289,32.71872,32.71872,32.71872,13.46321,13.46321,13.46321,12.88671,12.88671,12.88671,16.10653,16.10653,16.10653,15.22894,15.22894,15.22894,13.46321,13.46321,13.46321,0.8154495,stand
-5.798713,-5.798713,-5.798713,-12.23444,-12.23444,-12.23444,-11.16358,-11.16358,-11.16358,-6.072699,-6.072699,-6.072699,-11.63487,-11.63487,-11.63487,36.63578,36.63578,36.63578,41.9212,41.9212,41.9212,42.9592,42.9592,42.9592,38.6563,38.6563,38.6563,43.58361,43.58361,43.58361,23.90989,23.90989,23.90989,17.10248,17.10248,17.10248,8.487496,8.487496,8.487496,10.2237,10.2237,10.2237,11.14484,11.14484,11.14484,0.5405164,0.5405164,0.5405164,-8.334317,-8.334317,-8.334317,-8.198572,-8.198572,-8.198572,-15.85955,-15.85955,-15.85955,24.14583,24.14583,24.14583,26.15312,26.15312,26.15312,25.86393,25.86393,25.86393,32.51448,32.51448,32.51448,13.58547,13.58547,13.58547,12.96432,12.96432,12.96432,16.27135,16.27135,16.27135,15.41854,15.41854,15.41854,13.58547,13.58547,13.58547,0.810239,stand
-5.673278,-5.673278,-5.673278,-12.18996,-12.18996,-12.18996,-11.09661,-11.09661,-11.09661,-5.999877,-5.999877,-5.999877,-11.56159,-11.56159,-11.56159,36.69905,36.69905,36.69905,41.92381,41.92381,41.92381,43.02938,43.02938,43.02938,38.79581,38.79581,38.79581,43.67082,43.67082,43.67082,23.99976,23.99976,23.99976,17.05121,17.05121,17.05121,8.557277,8.557277,8.557277,10.30876,10.30876,10.30876,11.20191,11.20191,11.20191,0.580559,0.580559,0.580559,-8.317743,-8.317743,-8.317743,-8.249235,-8.249235,-8.249235,-15.9424,-15.9424,-15.9424,24.18731,24.18731,24.18731,26.12914,26.12914,26.12914,25.8308,25.8308,25.8308,32.39042,32.39042,32.39042,13.65836,13.65836,13.65836,13.02115,13.02115,13.02115,16.34804,16.34804,16.34804,15.51289,15.51289,15.51289,13.65836,13.65836,13.65836,0.8102655,stand
-5.607694,-5.607694,-5.607694,-12.17226,-12.17226,-12.17226,-11.06376,-11.06376,-11.06376,-5.968274,-5.968274,-5.968274,-11.52339,-11.52339,-11.52339,36.73309,36.73309,36.73309,41.92702,41.92702,41.92702,43.06673,43.06673,43.06673,38.86848,38.86848,38.86848,43.7137,43.7137,43.7137,24.03618,24.03618,24.03618,17.02608,17.02608,17.02608,8.595549,8.595549,8.595549,10.35065,10.35065,10.35065,11.22679,11.22679,11.22679,0.5905801,0.5905801,0.5905801,-8.307954,-8.307954,-8.307954,-8.273452,-8.273452,-8.273452,-15.98378,-15.98378,-15.98378,24.20403,24.20403,24.20403,26.11437,26.11437,26.11437,25.80899,25.80899,25.80899,32.31538,32.31538,32.31538,13.695,13.695,13.695,13.04616,13.04616,13.04616,16.38348,16.38348,16.38348,15.5627,15.5627,15.5627,13.695,13.695,13.695,0.8099437,stand
-5.451902,-5.451902,-5.451902,-12.12019,-12.12019,-12.12019,-11.04402,-11.04402,-11.04402,-5.893534,-5.893534,-5.893534,-11.43588,-11.43588,-11.43588,36.82861,36.82861,36.82861,42.37787,42.37787,42.37787,43.31599,43.31599,43.31599,39.0391,39.0391,39.0391,43.83916,43.83916,43.83916,24.01899,24.01899,24.01899,17.09073,17.09073,17.09073,8.697619,8.697619,8.697619,10.10943,10.10943,10.10943,11.25091,11.25091,11.25091,0.5342148,0.5342148,0.5342148,-8.280294,-8.280294,-8.280294,-8.210402,-8.210402,-8.210402,-16.13342,-16.13342,-16.13342,24.29974,24.29974,24.29974,26.01818,26.01818,26.01818,25.8874,25.8874,25.8874,32.32838,32.32838,32.32838,14.05226,14.05226,14.05226,13.23462,13.23462,13.23462,16.42196,16.42196,16.42196,15.68835,15.68835,15.68835,14.05226,14.05226,14.05226,0.8041392,stand
-5.195801,-5.195801,-5.195801,-11.97913,-11.97913,-11.97913,-10.98338,-10.98338,-10.98338,-5.892859,-5.892859,-5.892859,-11.38494,-11.38494,-11.38494,36.88345,36.88345,36.88345,42.7529,42.7529,42.7529,43.54829,43.54829,43.54829,39.1844,39.1844,39.1844,43.98599,43.98599,43.98599,23.9842,23.9842,23.9842,17.17567,17.17567,17.17567,8.768676,8.768676,8.768676,10.00831,10.00831,10.00831,11.25186,11.25186,11.25186,0.5425695,0.5425695,0.5425695,-8.16979,-8.16979,-8.16979,-8.18345,-8.18345,-8.18345,-16.35851,-16.35851,-16.35851,24.4953,24.4953,24.4953,26.00857,26.00857,26.00857,26.049,26.049,26.049,32.471,32.471,32.471,14.38888,14.38888,14.38888,13.45391,13.45391,13.45391,16.4283,16.4283,16.4283,15.84383,15.84383,15.84383,14.38888,14.38888,14.38888,0.8063368,stand
-4.922892,-4.922892,-4.922892,-11.6593,-11.6593,-11.6593,-10.82405,-10.82405,-10.82405,-5.828632,-5.828632,-5.828632,-11.30056,-11.30056,-11.30056,37.06211,37.06211,37.06211,42.78377,42.78377,42.78377,43.6571,43.6571,43.6571,39.35193,39.35193,39.35193,44.13572,44.13572,44.13572,24.09802,24.09802,24.09802,17.26401,17.26401,17.26401,8.846342,8.846342,8.846342,10.36935,10.36935,10.36935,11.3702,11.3702,11.3702,0.5503957,0.5503957,0.5503957,-8.190327,-8.190327,-8.190327,-8.242847,-8.242847,-8.242847,-16.68299,-16.68299,-16.68299,24.64573,24.64573,24.64573,26.11457,26.11457,26.11457,26.25055,26.25055,26.25055,32.64046,32.64046,32.64046,14.71334,14.71334,14.71334,13.6557,13.6557,13.6557,16.51037,16.51037,16.51037,16.06961,16.06961,16.06961,14.71334,14.71334,14.71334,0.8021985,stand
-4.812187,-4.812187,-4.812187,-11.52558,-11.52558,-11.52558,-10.7021,-10.7021,-10.7021,-5.764057,-5.764057,-5.764057,-11.21071,-11.21071,-11.21071,37.19752,37.19752,37.19752,42.98293,42.98293,42.98293,43.85276,43.85276,43.85276,39.52991,39.52991,39.52991,44.33081,44.33081,44.33081,24.25292,24.25292,24.25292,17.51243,17.51243,17.51243,8.977387,8.977387,8.977387,10.62754,10.62754,10.62754,11.47031,11.47031,11.47031,0.5606664,0.5606664,0.5606664,-8.207396,-8.207396,-8.207396,-8.298758,-8.298758,-8.298758,-16.88445,-16.88445,-16.88445,24.73068,24.73068,24.73068,26.17567,26.17567,26.17567,26.40712,26.40712,26.40712,32.90366,32.90366,32.90366,14.94267,14.94267,14.94267,13.79417,13.79417,13.79417,16.65262,16.65262,16.65262,16.19267,16.19267,16.19267,14.94267,14.94267,14.94267,0.8021799,stand
-4.86404,-4.86404,-4.86404,-11.22626,-11.22626,-11.22626,-10.59633,-10.59633,-10.59633,-5.641885,-5.641885,-5.641885,-11.01567,-11.01567,-11.01567,37.24661,37.24661,37.24661,43.10946,43.10946,43.10946,43.99213,43.99213,43.99213,39.66154,39.66154,39.66154,44.43806,44.43806,44.43806,24.2938,24.2938,24.2938,17.46394,17.46394,17.46394,9.165653,9.165653,9.165653,10.43386,10.43386,10.43386,11.4498,11.4498,11.4498,0.5518629,0.5518629,0.5518629,-8.146534,-8.146534,-8.146534,-8.321802,-8.321802,-8.321802,-16.91168,-16.91168,-16.91168,24.75851,24.75851,24.75851,26.19207,26.19207,26.19207,26.44184,26.44184,26.44184,32.83665,32.83665,32.83665,15.03795,15.03795,15.03795,13.84657,13.84657,13.84657,16.782,16.782,16.782,16.19128,16.19128,16.19128,15.03795,15.03795,15.03795,0.79612,stand
