rShldrBendx,rShldrBendy,rShldrBendz,rForearmBendx,rForearmBendy,rForearmBendz,rHandx,rHandy,rHandz,rThumb2x,rThumb2y,rThumb2z,rMid1x,rMid1y,rMid1z,lShldrBendx,lShldrBendy,lShldrBendz,lForearmBendx,lForearmBendy,lForearmBendz,lHandx,lHandy,lHandz,lThumb2x,lThumb2y,lThumb2z,lMid1x,lMid1y,lMid1z,lEarx,lEary,lEarz,lEyex,lEyey,lEyez,rEarx,rEary,rEarz,rEyex,rEyey,rEyez,Nosex,Nosey,Nosez,rThighBendx,rThighBendy,rThighBendz,rShinx,rShiny,rShinz,rFootx,rFooty,rFootz,rToex,rToey,rToez,lThighBendx,lThighBendy,lThighBendz,lShinx,lShiny,lShinz,lFootx,lFooty,lFootz,lToex,lToey,lToez,abdomenUpperx,abdomenUppery,abdomenUpperz,hipx,hipy,hipz,headx,heady,headz,neckx,necky,neckz,spinex,spiney,spinez,score,pose
-22.14693,-22.14693,-22.14693,-28.58299,-28.58299,-28.58299,-24.70806,-24.70806,-24.70806,-15.71406,-15.71406,-15.71406,-23.81816,-23.81816,-23.81816,18.08429,18.08429,18.08429,26.83038,26.83038,26.83038,22.17254,22.17254,22.17254,17.4427,17.4427,17.4427,21.78563,21.78563,21.78563,3.947212,3.947212,3.947212,-2.55986,-2.55986,-2.55986,-10.81812,-10.81812,-10.81812,-9.366589,-9.366589,-9.366589,-8.49556,-8.49556,-8.49556,-15.49654,-15.49654,-15.49654,-41.63821,-41.63821,-41.63821,-31.75338,-31.75338,-31.75338,-35.7447,-35.7447,-35.7447,5.700038,5.700038,5.700038,31.35559,31.35559,31.35559,23.1222,23.1222,23.1222,29.44229,29.44229,29.44229,-4.047329,-4.047329,-4.047329,-4.472791,-4.472791,-4.472791,-3.517685,-3.517685,-3.517685,-2.031323,-2.031323,-2.031323,-4.047329,-4.047329,-4.047329,0.6320306,airsquat
-22.56834,-22.56834,-22.56834,-28.65361,-28.65361,-28.65361,-24.50598,-24.50598,-24.50598,-17.70825,-17.70825,-17.70825,-24.01784,-24.01784,-24.01784,16.24774,16.24774,16.24774,26.14769,26.14769,26.14769,21.74828,21.74828,21.74828,16.74282,16.74282,16.74282,20.56917,20.56917,20.56917,3.890031,3.890031,3.890031,-2.810755,-2.810755,-2.810755,-11.25145,-11.25145,-11.25145,-9.802186,-9.802186,-9.802186,-8.519722,-8.519722,-8.519722,-15.89329,-15.89329,-15.89329,-41.40465,-41.40465,-41.40465,-31.77191,-31.77191,-31.77191,-35.70953,-35.70953,-35.70953,5.46654,5.46654,5.46654,31.38165,31.38165,31.38165,23.07051,23.07051,23.07051,29.54262,29.54262,29.54262,-4.26932,-4.26932,-4.26932,-4.741346,-4.741346,-4.741346,-3.720363,-3.720363,-3.720363,-3.160299,-3.160299,-3.160299,-4.26932,-4.26932,-4.26932,0.6299738,airsquat
-22.62789,-22.62789,-22.62789,-29.04731,-29.04731,-29.04731,-24.03167,-24.03167,-24.03167,-18.92494,-18.92494,-18.92494,-24.43848,-24.43848,-24.43848,15.04454,15.04454,15.04454,26.11848,26.11848,26.11848,22.26394,22.26394,22.26394,17.71334,17.71334,17.71334,21.50981,21.50981,21.50981,3.297453,3.297453,3.297453,-2.759973,-2.759973,-2.759973,-11.38417,-11.38417,-11.38417,-9.872328,-9.872328,-9.872328,-8.219716,-8.219716,-8.219716,-16.46222,-16.46222,-16.46222,-41.00375,-41.00375,-41.00375,-31.86168,-31.86168,-31.86168,-35.68346,-35.68346,-35.68346,5.26024,5.26024,5.26024,31.2608,31.2608,31.2608,23.07481,23.07481,23.07481,29.66439,29.66439,29.66439,-4.266374,-4.266374,-4.266374,-4.933682,-4.933682,-4.933682,-4.063363,-4.063363,-4.063363,-3.791672,-3.791672,-3.791672,-4.266374,-4.266374,-4.266374,0.6436738,airsquat
-22.67135,-22.67135,-22.67135,-29.22369,-29.22369,-29.22369,-23.79205,-23.79205,-23.79205,-19.53041,-19.53041,-19.53041,-24.65623,-24.65623,-24.65623,14.39613,14.39613,14.39613,26.06549,26.06549,26.06549,22.49191,22.49191,22.49191,18.14116,18.14116,18.14116,21.9672,21.9672,21.9672,2.942575,2.942575,2.942575,-2.709729,-2.709729,-2.709729,-11.47453,-11.47453,-11.47453,-9.885695,-9.885695,-9.885695,-8.011553,-8.011553,-8.011553,-16.75151,-16.75151,-16.75151,-40.80047,-40.80047,-40.80047,-31.92963,-31.92963,-31.92963,-35.70163,-35.70163,-35.70163,5.171149,5.171149,5.171149,31.17326,31.17326,31.17326,23.08471,23.08471,23.08471,29.73952,29.73952,29.73952,-4.212914,-4.212914,-4.212914,-5.001548,-5.001548,-5.001548,-4.275914,-4.275914,-4.275914,-4.137609,-4.137609,-4.137609,-4.212914,-4.212914,-4.212914,0.6440452,airsquat
-23.10656,-23.10656,-23.10656,-30.28815,-30.28815,-30.28815,-23.94466,-23.94466,-23.94466,-20.30776,-20.30776,-20.30776,-25.06604,-25.06604,-25.06604,14.21415,14.21415,14.21415,26.21664,26.21664,26.21664,22.62406,22.62406,22.62406,18.43765,18.43765,18.43765,22.16622,22.16622,22.16622,2.737547,2.737547,2.737547,-2.931035,-2.931035,-2.931035,-11.36955,-11.36955,-11.36955,-9.90939,-9.90939,-9.90939,-8.202709,-8.202709,-8.202709,-17.34507,-17.34507,-17.34507,-40.95029,-40.95029,-40.95029,-32.05658,-32.05658,-32.05658,-35.51083,-35.51083,-35.51083,4.890055,4.890055,4.890055,31.16729,31.16729,31.16729,23.05155,23.05155,23.05155,29.94216,29.94216,29.94216,-4.647104,-4.647104,-4.647104,-5.437307,-5.437307,-5.437307,-4.31797,-4.31797,-4.31797,-4.446207,-4.446207,-4.446207,-4.647104,-4.647104,-4.647104,0.647989,airsquat
-23.07351,-23.07351,-23.07351,-31.36805,-31.36805,-31.36805,-23.6794,-23.6794,-23.6794,-20.33869,-20.33869,-20.33869,-24.75753,-24.75753,-24.75753,14.52074,14.52074,14.52074,27.00097,27.00097,27.00097,22.51628,22.51628,22.51628,19.07383,19.07383,19.07383,21.97362,21.97362,21.97362,2.900011,2.900011,2.900011,-3.162048,-3.162048,-3.162048,-11.04166,-11.04166,-11.04166,-9.882607,-9.882607,-9.882607,-8.527344,-8.527344,-8.527344,-17.63554,-17.63554,-17.63554,-40.37517,-40.37517,-40.37517,-32.03625,-32.03625,-32.03625,-35.28447,-35.28447,-35.28447,4.752906,4.752906,4.752906,31.15107,31.15107,31.15107,23.02859,23.02859,23.02859,29.80241,29.80241,29.80241,-5.1085,-5.1085,-5.1085,-5.774908,-5.774908,-5.774908,-4.064691,-4.064691,-4.064691,-4.276386,-4.276386,-4.276386,-5.1085,-5.1085,-5.1085,0.6540318,airsquat
-23.15348,-23.15348,-23.15348,-31.89895,-31.89895,-31.89895,-23.43767,-23.43767,-23.43767,-20.26382,-20.26382,-20.26382,-24.53197,-24.53197,-24.53197,14.39901,14.39901,14.39901,26.77409,26.77409,26.77409,21.86792,21.86792,21.86792,18.18531,18.18531,18.18531,21.43073,21.43073,21.43073,2.935659,2.935659,2.935659,-3.306064,-3.306064,-3.306064,-11.00818,-11.00818,-11.00818,-9.90626,-9.90626,-9.90626,-8.604721,-8.604721,-8.604721,-17.82248,-17.82248,-17.82248,-39.77225,-39.77225,-39.77225,-31.85752,-31.85752,-31.85752,-35.04774,-35.04774,-35.04774,4.575896,4.575896,4.575896,30.8629,30.8629,30.8629,23.09578,23.09578,23.09578,29.70457,29.70457,29.70457,-5.454876,-5.454876,-5.454876,-6.039085,-6.039085,-6.039085,-4.023816,-4.023816,-4.023816,-4.377234,-4.377234,-4.377234,-5.454876,-5.454876,-5.454876,0.6629773,airsquat
-23.28944,-23.28944,-23.28944,-32.15985,-32.15985,-32.15985,-23.2766,-23.2766,-23.2766,-20.04467,-20.04467,-20.04467,-24.3593,-24.3593,-24.3593,14.7879,14.7879,14.7879,26.68013,26.68013,26.68013,21.17376,21.17376,21.17376,18.27219,18.27219,18.27219,20.7496,20.7496,20.7496,3.098279,3.098279,3.098279,-3.27975,-3.27975,-3.27975,-11.2352,-11.2352,-11.2352,-9.942839,-9.942839,-9.942839,-8.554299,-8.554299,-8.554299,-18.16367,-18.16367,-18.16367,-39.34347,-39.34347,-39.34347,-31.6165,-31.6165,-31.6165,-34.96456,-34.96456,-34.96456,4.227313,4.227313,4.227313,29.84338,29.84338,29.84338,22.96346,22.96346,22.96346,29.44578,29.44578,29.44578,-5.767957,-5.767957,-5.767957,-6.368068,-6.368068,-6.368068,-4.061748,-4.061748,-4.061748,-4.250768,-4.250768,-4.250768,-5.767957,-5.767957,-5.767957,0.6693022,airsquat
-23.34258,-23.34258,-23.34258,-32.16434,-32.16434,-32.16434,-23.20176,-23.20176,-23.20176,-19.93899,-19.93899,-19.93899,-24.2942,-24.2942,-24.2942,14.95832,14.95832,14.95832,26.56913,26.56913,26.56913,20.92181,20.92181,20.92181,18.38966,18.38966,18.38966,20.48532,20.48532,20.48532,3.189115,3.189115,3.189115,-3.271209,-3.271209,-3.271209,-11.35437,-11.35437,-11.35437,-9.998405,-9.998405,-9.998405,-8.495829,-8.495829,-8.495829,-18.2864,-18.2864,-18.2864,-39.14804,-39.14804,-39.14804,-31.53041,-31.53041,-31.53041,-34.94672,-34.94672,-34.94672,4.086628,4.086628,4.086628,29.3766,29.3766,29.3766,22.92599,22.92599,22.92599,29.34007,29.34007,29.34007,-5.879478,-5.879478,-5.879478,-6.489683,-6.489683,-6.489683,-4.078658,-4.078658,-4.078658,-4.192129,-4.192129,-4.192129,-5.879478,-5.879478,-5.879478,0.6694436,airsquat
-23.43205,-23.43205,-23.43205,-31.94264,-31.94264,-31.94264,-23.15003,-23.15003,-23.15003,-19.58232,-19.58232,-19.58232,-24.0954,-24.0954,-24.0954,15.18217,15.18217,15.18217,26.81794,26.81794,26.81794,20.87728,20.87728,20.87728,18.46329,18.46329,18.46329,20.27968,20.27968,20.27968,3.127307,3.127307,3.127307,-3.21992,-3.21992,-3.21992,-11.57912,-11.57912,-11.57912,-10.10052,-10.10052,-10.10052,-8.301462,-8.301462,-8.301462,-18.25965,-18.25965,-18.25965,-39.53545,-39.53545,-39.53545,-31.53416,-31.53416,-31.53416,-34.98188,-34.98188,-34.98188,4.088178,4.088178,4.088178,29.09,29.09,29.09,23.00669,23.00669,23.00669,29.40369,29.40369,29.40369,-5.656148,-5.656148,-5.656148,-6.370944,-6.370944,-6.370944,-4.226398,-4.226398,-4.226398,-4.124939,-4.124939,-4.124939,-5.656148,-5.656148,-5.656148,0.6612535,airsquat
-23.51108,-23.51108,-23.51108,-31.83254,-31.83254,-31.83254,-22.92055,-22.92055,-22.92055,-19.20918,-19.20918,-19.20918,-23.82561,-23.82561,-23.82561,15.16983,15.16983,15.16983,26.91439,26.91439,26.91439,20.84184,20.84184,20.84184,17.73869,17.73869,17.73869,20.25109,20.25109,20.25109,3.103845,3.103845,3.103845,-3.130993,-3.130993,-3.130993,-11.62094,-11.62094,-11.62094,-10.07446,-10.07446,-10.07446,-8.162912,-8.162912,-8.162912,-18.34216,-18.34216,-18.34216,-39.73835,-39.73835,-39.73835,-31.49984,-31.49984,-31.49984,-35.27045,-35.27045,-35.27045,3.983694,3.983694,3.983694,28.72669,28.72669,28.72669,23.09081,23.09081,23.09081,29.52106,29.52106,29.52106,-5.491052,-5.491052,-5.491052,-6.335143,-6.335143,-6.335143,-4.259308,-4.259308,-4.259308,-4.170621,-4.170621,-4.170621,-5.491052,-5.491052,-5.491052,0.6621395,airsquat
-23.65845,-23.65845,-23.65845,-30.75667,-30.75667,-30.75667,-23.80759,-23.80759,-23.80759,-19.29687,-19.29687,-19.29687,-24.08469,-24.08469,-24.08469,14.83145,14.83145,14.83145,26.65919,26.65919,26.65919,20.85122,20.85122,20.85122,17.28701,17.28701,17.28701,20.13041,20.13041,20.13041,3.077152,3.077152,3.077152,-3.089759,-3.089759,-3.089759,-11.92606,-11.92606,-11.92606,-10.23017,-10.23017,-10.23017,-8.044937,-8.044937,-8.044937,-18.29391,-18.29391,-18.29391,-39.7845,-39.7845,-39.7845,-31.49357,-31.49357,-31.49357,-35.43333,-35.43333,-35.43333,4.141463,4.141463,4.141463,28.47137,28.47137,28.47137,23.09869,23.09869,23.09869,29.57419,29.57419,29.57419,-5.096357,-5.096357,-5.096357,-6.086289,-6.086289,-6.086289,-4.42542,-4.42542,-4.42542,-4.413502,-4.413502,-4.413502,-5.096357,-5.096357,-5.096357,0.667974,airsquat
-23.6055,-23.6055,-23.6055,-30.16733,-30.16733,-30.16733,-24.42307,-24.42307,-24.42307,-19.42836,-19.42836,-19.42836,-24.3606,-24.3606,-24.3606,15.04107,15.04107,15.04107,26.89757,26.89757,26.89757,21.33369,21.33369,21.33369,18.22652,18.22652,18.22652,20.24776,20.24776,20.24776,2.96602,2.96602,2.96602,-3.087731,-3.087731,-3.087731,-12.0625,-12.0625,-12.0625,-10.32131,-10.32131,-10.32131,-8.018356,-8.018356,-8.018356,-18.17288,-18.17288,-18.17288,-39.79969,-39.79969,-39.79969,-31.44912,-31.44912,-31.44912,-35.68208,-35.68208,-35.68208,4.345097,4.345097,4.345097,28.25995,28.25995,28.25995,23.0849,23.0849,23.0849,30.07061,30.07061,30.07061,-4.660279,-4.660279,-4.660279,-5.787086,-5.787086,-5.787086,-4.547808,-4.547808,-4.547808,-4.282217,-4.282217,-4.282217,-4.660279,-4.660279,-4.660279,0.6636032,airsquat
-23.67811,-23.67811,-23.67811,-29.62845,-29.62845,-29.62845,-24.60448,-24.60448,-24.60448,-19.39303,-19.39303,-19.39303,-24.20076,-24.20076,-24.20076,15.23136,15.23136,15.23136,26.79137,26.79137,26.79137,21.34438,21.34438,21.34438,18.54445,18.54445,18.54445,20.13543,20.13543,20.13543,2.875804,2.875804,2.875804,-3.097644,-3.097644,-3.097644,-12.31165,-12.31165,-12.31165,-10.53278,-10.53278,-10.53278,-7.993827,-7.993827,-7.993827,-18.08414,-18.08414,-18.08414,-39.79024,-39.79024,-39.79024,-31.41455,-31.41455,-31.41455,-35.72495,-35.72495,-35.72495,4.59576,4.59576,4.59576,28.21602,28.21602,28.21602,22.92859,22.92859,22.92859,30.13499,30.13499,30.13499,-4.484028,-4.484028,-4.484028,-5.614108,-5.614108,-5.614108,-4.716858,-4.716858,-4.716858,-4.223373,-4.223373,-4.223373,-4.484028,-4.484028,-4.484028,0.6523891,airsquat
-23.60985,-23.60985,-23.60985,-29.62379,-29.62379,-29.62379,-24.95982,-24.95982,-24.95982,-19.65333,-19.65333,-19.65333,-24.34301,-24.34301,-24.34301,15.2184,15.2184,15.2184,26.68476,26.68476,26.68476,20.82994,20.82994,20.82994,17.53552,17.53552,17.53552,19.69227,19.69227,19.69227,2.669649,2.669649,2.669649,-3.270878,-3.270878,-3.270878,-12.84916,-12.84916,-12.84916,-10.86348,-10.86348,-10.86348,-8.139021,-8.139021,-8.139021,-18.19614,-18.19614,-18.19614,-39.69947,-39.69947,-39.69947,-31.61802,-31.61802,-31.61802,-35.65209,-35.65209,-35.65209,4.776808,4.776808,4.776808,27.73902,27.73902,27.73902,22.97468,22.97468,22.97468,30.41809,30.41809,30.41809,-4.256313,-4.256313,-4.256313,-5.48299,-5.48299,-5.48299,-5.081513,-5.081513,-5.081513,-4.195726,-4.195726,-4.195726,-4.256313,-4.256313,-4.256313,0.6549504,airsquat
-23.48078,-23.48078,-23.48078,-29.62799,-29.62799,-29.62799,-25.07539,-25.07539,-25.07539,-19.53714,-19.53714,-19.53714,-24.2505,-24.2505,-24.2505,15.03761,15.03761,15.03761,26.39987,26.39987,26.39987,20.19191,20.19191,20.19191,16.56218,16.56218,16.56218,19.20324,19.20324,19.20324,2.490545,2.490545,2.490545,-3.437931,-3.437931,-3.437931,-12.76991,-12.76991,-12.76991,-11.11785,-11.11785,-11.11785,-8.378261,-8.378261,-8.378261,-18.19212,-18.19212,-18.19212,-39.31087,-39.31087,-39.31087,-31.60405,-31.60405,-31.60405,-35.51053,-35.51053,-35.51053,4.803882,4.803882,4.803882,26.99297,26.99297,26.99297,22.93906,22.93906,22.93906,30.39642,30.39642,30.39642,-4.293554,-4.293554,-4.293554,-5.493838,-5.493838,-5.493838,-5.131773,-5.131773,-5.131773,-4.221588,-4.221588,-4.221588,-4.293554,-4.293554,-4.293554,0.6656221,airsquat
-23.26606,-23.26606,-23.26606,-29.08623,-29.08623,-29.08623,-25.29107,-25.29107,-25.29107,-19.60422,-19.60422,-19.60422,-24.44578,-24.44578,-24.44578,15.07155,15.07155,15.07155,26.33805,26.33805,26.33805,19.78532,19.78532,19.78532,15.91211,15.91211,15.91211,18.95678,18.95678,18.95678,2.390305,2.390305,2.390305,-3.509161,-3.509161,-3.509161,-13.12389,-13.12389,-13.12389,-11.36817,-11.36817,-11.36817,-8.47272,-8.47272,-8.47272,-18.11616,-18.11616,-18.11616,-39.06083,-39.06083,-39.06083,-31.52471,-31.52471,-31.52471,-35.3088,-35.3088,-35.3088,4.927594,4.927594,4.927594,26.40577,26.40577,26.40577,22.85115,22.85115,22.85115,30.42024,30.42024,30.42024,-4.155147,-4.155147,-4.155147,-5.374716,-5.374716,-5.374716,-5.326116,-5.326116,-5.326116,-4.097257,-4.097257,-4.097257,-4.155147,-4.155147,-4.155147,0.6636143,airsquat
-23.29691,-23.29691,-23.29691,-28.62159,-28.62159,-28.62159,-25.60327,-25.60327,-25.60327,-19.96157,-19.96157,-19.96157,-24.99075,-24.99075,-24.99075,14.43028,14.43028,14.43028,25.70112,25.70112,25.70112,19.83412,19.83412,19.83412,15.64566,15.64566,15.64566,19.08985,19.08985,19.08985,2.394197,2.394197,2.394197,-3.558208,-3.558208,-3.558208,-13.5622,-13.5622,-13.5622,-11.78033,-11.78033,-11.78033,-8.394978,-8.394978,-8.394978,-18.35284,-18.35284,-18.35284,-39.00094,-39.00094,-39.00094,-31.7477,-31.7477,-31.7477,-35.35697,-35.35697,-35.35697,5.06308,5.06308,5.06308,26.2522,26.2522,26.2522,22.87497,22.87497,22.87497,30.63353,30.63353,30.63353,-4.09101,-4.09101,-4.09101,-5.367947,-5.367947,-5.367947,-5.513692,-5.513692,-5.513692,-4.433317,-4.433317,-4.433317,-4.09101,-4.09101,-4.09101,0.659927,airsquat
-24.22774,-24.22774,-24.22774,-28.95657,-28.95657,-28.95657,-25.80765,-25.80765,-25.80765,-20.29629,-20.29629,-20.29629,-25.04345,-25.04345,-25.04345,13.51661,13.51661,13.51661,25.64357,25.64357,25.64357,19.89085,19.89085,19.89085,15.32507,15.32507,15.32507,19.06715,19.06715,19.06715,2.266122,2.266122,2.266122,-3.59025,-3.59025,-3.59025,-14.34436,-14.34436,-14.34436,-11.95433,-11.95433,-11.95433,-8.378473,-8.378473,-8.378473,-18.25693,-18.25693,-18.25693,-39.01257,-39.01257,-39.01257,-31.8291,-31.8291,-31.8291,-35.00607,-35.00607,-35.00607,5.088784,5.088784,5.088784,26.15341,26.15341,26.15341,22.90691,22.90691,22.90691,30.79401,30.79401,30.79401,-4.276651,-4.276651,-4.276651,-5.430362,-5.430362,-5.430362,-5.993079,-5.993079,-5.993079,-5.355564,-5.355564,-5.355564,-4.276651,-4.276651,-4.276651,0.668838,airsquat
-24.87601,-24.87601,-24.87601,-29.11955,-29.11955,-29.11955,-25.88054,-25.88054,-25.88054,-20.44707,-20.44707,-20.44707,-24.99635,-24.99635,-24.99635,13.38102,13.38102,13.38102,25.7617,25.7617,25.7617,19.96652,19.96652,19.96652,15.22162,15.22162,15.22162,19.05894,19.05894,19.05894,2.300571,2.300571,2.300571,-3.579709,-3.579709,-3.579709,-14.89711,-14.89711,-14.89711,-12.13986,-12.13986,-12.13986,-8.350619,-8.350619,-8.350619,-18.26501,-18.26501,-18.26501,-38.99088,-38.99088,-38.99088,-31.78175,-31.78175,-31.78175,-34.84509,-34.84509,-34.84509,5.011944,5.011944,5.011944,26.05706,26.05706,26.05706,22.90489,22.90489,22.90489,31.03456,31.03456,31.03456,-4.420698,-4.420698,-4.420698,-5.523615,-5.523615,-5.523615,-6.251634,-6.251634,-6.251634,-5.747495,-5.747495,-5.747495,-4.420698,-4.420698,-4.420698,0.662362,airsquat
-24.95506,-24.95506,-24.95506,-29.24283,-29.24283,-29.24283,-25.90655,-25.90655,-25.90655,-20.65931,-20.65931,-20.65931,-25.09787,-25.09787,-25.09787,13.83361,13.83361,13.83361,26.20268,26.20268,26.20268,20.22902,20.22902,20.22902,15.50882,15.50882,15.50882,19.191,19.191,19.191,2.322774,2.322774,2.322774,-3.469882,-3.469882,-3.469882,-14.87997,-14.87997,-14.87997,-12.07036,-12.07036,-12.07036,-8.340194,-8.340194,-8.340194,-18.44857,-18.44857,-18.44857,-38.98381,-38.98381,-38.98381,-31.86026,-31.86026,-31.86026,-34.80682,-34.80682,-34.80682,5.062767,5.062767,5.062767,25.80281,25.80281,25.80281,23.0141,23.0141,23.0141,30.99759,30.99759,30.99759,-4.596521,-4.596521,-4.596521,-5.644712,-5.644712,-5.644712,-6.21625,-6.21625,-6.21625,-5.560722,-5.560722,-5.560722,-4.596521,-4.596521,-4.596521,0.6580397,airsquat
-24.977,-24.977,-24.977,-29.30571,-29.30571,-29.30571,-25.91,-25.91,-25.91,-20.76039,-20.76039,-20.76039,-25.16846,-25.16846,-25.16846,14.07968,14.07968,14.07968,26.40913,26.40913,26.40913,20.40275,20.40275,20.40275,15.67395,15.67395,15.67395,19.27037,19.27037,19.27037,2.353648,2.353648,2.353648,-3.404928,-3.404928,-3.404928,-14.86698,-14.86698,-14.86698,-12.05153,-12.05153,-12.05153,-8.324808,-8.324808,-8.324808,-18.57187,-18.57187,-18.57187,-38.98332,-38.98332,-38.98332,-31.90632,-31.90632,-31.90632,-34.78938,-34.78938,-34.78938,5.094082,5.094082,5.094082,25.6692,25.6692,25.6692,23.07269,23.07269,23.07269,30.97763,30.97763,30.97763,-4.680523,-4.680523,-4.680523,-5.709709,-5.709709,-5.709709,-6.183877,-6.183877,-6.183877,-5.448658,-5.448658,-5.448658,-4.680523,-4.680523,-4.680523,0.6573172,airsquat
-25.15878,-25.15878,-25.15878,-29.39736,-29.39736,-29.39736,-25.8665,-25.8665,-25.8665,-20.7351,-20.7351,-20.7351,-25.03024,-25.03024,-25.03024,14.23199,14.23199,14.23199,26.69648,26.69648,26.69648,20.53849,20.53849,20.53849,16.66657,16.66657,16.66657,19.1711,19.1711,19.1711,2.346804,2.346804,2.346804,-3.452517,-3.452517,-3.452517,-14.75483,-14.75483,-14.75483,-12.13708,-12.13708,-12.13708,-8.407024,-8.407024,-8.407024,-18.65397,-18.65397,-18.65397,-39.02318,-39.02318,-39.02318,-31.8092,-31.8092,-31.8092,-34.85489,-34.85489,-34.85489,5.037796,5.037796,5.037796,25.44696,25.44696,25.44696,23.08833,23.08833,23.08833,30.97771,30.97771,30.97771,-4.788677,-4.788677,-4.788677,-5.798383,-5.798383,-5.798383,-6.137156,-6.137156,-6.137156,-5.463391,-5.463391,-5.463391,-4.788677,-4.788677,-4.788677,0.65358,airsquat
-25.16555,-25.16555,-25.16555,-29.43828,-29.43828,-29.43828,-25.85015,-25.85015,-25.85015,-20.53234,-20.53234,-20.53234,-24.81375,-24.81375,-24.81375,14.28188,14.28188,14.28188,26.82677,26.82677,26.82677,20.43785,20.43785,20.43785,16.97577,16.97577,16.97577,18.97696,18.97696,18.97696,2.286754,2.286754,2.286754,-3.573459,-3.573459,-3.573459,-14.54711,-14.54711,-14.54711,-12.26917,-12.26917,-12.26917,-8.576566,-8.576566,-8.576566,-18.7027,-18.7027,-18.7027,-39.09835,-39.09835,-39.09835,-31.74145,-31.74145,-31.74145,-34.9209,-34.9209,-34.9209,4.997125,4.997125,4.997125,25.14259,25.14259,25.14259,23.03937,23.03937,23.03937,31.03663,31.03663,31.03663,-4.708941,-4.708941,-4.708941,-5.780865,-5.780865,-5.780865,-6.06837,-6.06837,-6.06837,-5.441831,-5.441831,-5.441831,-4.708941,-4.708941,-4.708941,0.650807,airsquat
-24.95771,-24.95771,-24.95771,-29.49325,-29.49325,-29.49325,-25.91204,-25.91204,-25.91204,-20.39267,-20.39267,-20.39267,-24.73761,-24.73761,-24.73761,14.02641,14.02641,14.02641,26.96632,26.96632,26.96632,20.41949,20.41949,20.41949,16.14415,16.14415,16.14415,18.88801,18.88801,18.88801,2.015947,2.015947,2.015947,-3.850825,-3.850825,-3.850825,-14.44204,-14.44204,-14.44204,-12.55491,-12.55491,-12.55491,-8.890951,-8.890951,-8.890951,-18.6713,-18.6713,-18.6713,-39.20483,-39.20483,-39.20483,-31.59098,-31.59098,-31.59098,-35.12916,-35.12916,-35.12916,4.910519,4.910519,4.910519,24.95716,24.95716,24.95716,23.02287,23.02287,23.02287,31.17127,31.17127,31.17127,-4.743258,-4.743258,-4.743258,-5.811823,-5.811823,-5.811823,-6.148684,-6.148684,-6.148684,-5.465648,-5.465648,-5.465648,-4.743258,-4.743258,-4.743258,0.6551839,airsquat
-24.8264,-24.8264,-24.8264,-30.70243,-30.70243,-30.70243,-26.27037,-26.27037,-26.27037,-20.59088,-20.59088,-20.59088,-24.99988,-24.99988,-24.99988,13.69132,13.69132,13.69132,27.06168,27.06168,27.06168,19.94603,19.94603,19.94603,15.66743,15.66743,15.66743,18.50224,18.50224,18.50224,1.611376,1.611376,1.611376,-4.174004,-4.174004,-4.174004,-14.41415,-14.41415,-14.41415,-12.72602,-12.72602,-12.72602,-9.235607,-9.235607,-9.235607,-18.81601,-18.81601,-18.81601,-39.25901,-39.25901,-39.25901,-31.48223,-31.48223,-31.48223,-35.2697,-35.2697,-35.2697,4.586704,4.586704,4.586704,24.78421,24.78421,24.78421,23.09705,23.09705,23.09705,30.83479,30.83479,30.83479,-5.013353,-5.013353,-5.013353,-6.064004,-6.064004,-6.064004,-6.339509,-6.339509,-6.339509,-5.567544,-5.567544,-5.567544,-5.013353,-5.013353,-5.013353,0.6624976,airsquat
-24.98728,-24.98728,-24.98728,-31.41083,-31.41083,-31.41083,-26.66937,-26.66937,-26.66937,-20.94075,-20.94075,-20.94075,-25.40286,-25.40286,-25.40286,13.28126,13.28126,13.28126,27.14382,27.14382,27.14382,19.90337,19.90337,19.90337,15.58518,15.58518,15.58518,18.4254,18.4254,18.4254,1.304968,1.304968,1.304968,-4.439541,-4.439541,-4.439541,-14.55398,-14.55398,-14.55398,-12.91791,-12.91791,-12.91791,-9.557592,-9.557592,-9.557592,-18.89874,-18.89874,-18.89874,-39.26329,-39.26329,-39.26329,-31.42751,-31.42751,-31.42751,-35.17616,-35.17616,-35.17616,4.412397,4.412397,4.412397,24.80677,24.80677,24.80677,23.08902,23.08902,23.08902,30.63902,30.63902,30.63902,-5.08366,-5.08366,-5.08366,-6.163416,-6.163416,-6.163416,-6.568667,-6.568667,-6.568667,-5.853009,-5.853009,-5.853009,-5.08366,-5.08366,-5.08366,0.6610962,airsquat
